5853
14
83
5
[[1673,985,1836,973,1700,2881,2231,1040,1793,1250,700,464,500,1133,577,483,880,667,600,233,408,847,767,850,780,912,748,1863,714,1004,713,642,629,1234,1143,1266,792,1251,1310,663,494,1288,792,578,594,578,622,578,564,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,467,887,396,1296,1100,2543,764,357,701,1164,286,2100,450,1300,3691],
[1673,985,1836,973,1700,2881,2231,1036,1793,1250,698,463,499,1133,577,483,878,667,595,233,408,847,761,846,780,912,748,1862,714,1000,713,642,629,1234,1143,1266,792,1251,1310,663,494,1288,792,578,594,577,622,573,564,575,578,578,578,578,577,578,575,570,578,578,574,578,578,576,573,578,578,576,467,887,396,1296,1100,2543,764,357,699,1161,286,2100,448,1300,3691],
[1673,985,1836,971,1700,2881,2231,1040,1793,1250,695,464,499,1133,577,483,880,667,600,233,408,847,764,850,778,912,746,1858,714,1004,713,638,629,1234,1143,1266,792,1251,1310,663,494,1288,792,578,594,578,622,578,564,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,467,887,396,1296,1100,2543,764,357,701,1164,283,2100,450,1300,3691],
[1673,985,1834,972,1700,2881,2231,1040,1792,1245,697,464,500,1133,576,483,875,667,599,233,408,847,764,848,772,912,748,1862,714,1004,713,642,623,1234,1143,1266,792,1251,1310,663,494,1288,792,578,594,578,622,578,560,577,578,578,578,578,578,578,578,573,578,575,578,578,576,574,573,578,578,578,467,887,396,1296,1100,2543,764,352,701,1164,282,2098,450,1300,3691],
[1673,985,1836,973,1700,2871,2231,1040,1788,1248,699,460,497,1133,573,482,880,658,600,231,407,846,764,850,780,912,744,1863,714,1004,707,642,629,1233,1143,1263,787,1251,1300,663,494,1288,787,578,589,578,622,574,564,578,574,578,577,578,578,575,578,575,578,578,575,578,570,574,578,575,578,576,467,887,396,1296,1097,2543,763,357,701,1164,286,2100,450,1296,3691]]
[63,97,76,156,261]
[[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2],
[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2],
[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2],
[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2],
[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2]]
[1673,985,1836,973,1700,2881,2231,1040,1793,1250,700,464,500,1133,577,483,880,667,600,233,408,847,767,850,780,912,748,1863,714,1004,713,642,629,1234,1143,1266,792,1251,1310,663,494,1288,792,578,594,578,622,578,564,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,467,887,396,1296,1100,2543,764,357,701,1164,286,2100,450,1300,3691]
[3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2]
1,2
2,3
2,4
2,5
3,6
4,6
4,7
5,8
6,9
6,10
7,11
8,77
8,78
9,12
10,13
10,14
10,25
11,15
12,16
13,17
13,18
13,20
14,19
15,20
15,39
16,77
16,78
17,21
17,22
17,28
18,23
19,24
20,26
21,27
22,27
23,74
24,28
24,29
25,32
26,74
27,69
28,32
29,30
30,31
31,39
32,33
32,34
32,35
32,36
33,37
34,77
34,78
35,77
35,78
36,38
36,39
37,40
38,41
39,42
39,43
39,44
39,75
40,77
40,78
41,45
42,77
42,78
43,77
43,78
44,46
45,47
46,48
47,49
48,50
49,69
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,74
68,75
69,70
69,71
70,72
71,73
72,73
73,74
73,75
74,76
75,76
76,77
76,78
77,79
78,79
79,80
79,81
80,82
81,83
82,83
-1,-1
