2400
6
53
5
[[971,142,142,142,103,96,99,1207,160,180,82,60,112,420,1556,236,259,125,601,80,80,70,89,89,105,330,132,69,99,70,70,158,191,70,53,50,125,353,70,128,65,1775,91,91,113,487,138,80,80,65,40,742,1085],
[971,142,142,137,103,96,99,1207,157,170,77,54,112,420,1554,230,254,125,595,80,80,63,89,89,103,330,128,69,99,70,70,151,191,70,53,50,125,353,70,128,60,1775,91,91,113,483,138,79,77,63,34,737,1085],
[971,142,142,142,103,92,99,1207,160,180,82,60,112,420,1544,219,257,117,601,68,73,70,89,89,99,330,132,69,97,70,61,148,191,61,53,50,125,353,68,128,65,1775,87,91,113,477,138,80,80,60,40,742,1085],
[965,142,142,142,103,96,99,1207,160,180,82,53,112,420,1556,236,259,124,601,80,80,70,88,89,105,330,132,69,95,65,70,158,191,70,53,45,125,353,70,128,65,1772,91,88,102,487,138,80,74,65,40,742,1085],
[971,142,142,142,103,96,99,1197,160,180,82,60,112,420,1552,236,259,120,601,80,80,67,89,89,105,330,132,67,94,70,69,158,191,66,45,49,121,353,70,128,61,1775,91,87,108,481,138,75,80,65,40,739,1085]]
[115,185,146,129,226]
[[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.0425,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.09282,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378],
[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.0425,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.09282,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378],
[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.02125,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.09282,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378],
[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.0425,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.09282,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378],
[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.0425,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.04641,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378]]
[971,142,142,142,103,96,99,1207,160,180,82,60,112,420,1556,236,259,125,601,80,80,70,89,89,105,330,132,69,99,70,70,158,191,70,53,50,125,353,70,128,65,1775,91,91,113,487,138,80,80,65,40,742,1085]
[0.49521,0.07242,0.09656,0.04828,0.07004,0.04896,0.05049,1.02595,0.0544,0.0612,0.04182,0.0408,0.05712,0.1428,1.05808,0.16048,0.13209,0.0425,0.30651,0.0408,0.0544,0.0357,0.04539,0.03026,0.05355,0.2244,0.04488,0.04692,0.05049,0.0595,0.0714,0.10744,0.06494,0.0595,0.03604,0.0425,0.085,0.12002,0.0238,0.06528,0.03315,0.6035,0.06188,0.09282,0.07684,0.33116,0.09384,0.0544,0.068,0.03315,0.0272,0.37842,0.7378]
1,2
1,3
1,4
1,5
1,6
1,7
2,36
3,36
4,9
5,9
6,9
7,9
8,9
9,10
10,11
11,12
12,13
12,14
12,15
13,16
13,17
13,18
14,22
15,16
15,17
16,29
16,30
16,31
17,19
18,42
19,20
19,21
19,22
20,23
21,24
22,25
23,36
24,36
25,26
26,27
27,28
28,29
28,30
28,31
28,32
28,33
28,34
29,35
30,35
31,35
32,35
33,35
34,35
35,36
36,37
37,38
37,39
37,40
38,41
39,41
40,41
41,42
42,43
42,44
42,45
42,46
42,47
43,48
44,49
45,51
45,52
46,50
47,51
47,52
48,51
48,52
49,51
49,52
50,51
50,52
51,53
52,53
-1,-1
