30
14
29
5
[[7,19,15,5,12,10,8,16,2,6,21,10,9,4,14,7,14,17,10,16,1,9,25,14,14,2,10,7,20],
[7,19,15,4,12,3,8,16,2,6,21,5,9,4,14,4,7,17,10,16,1,9,24,14,14,2,10,7,20],
[7,19,15,5,12,9,8,16,2,6,21,10,7,4,14,7,14,17,10,16,1,9,25,14,14,2,10,7,20],
[2,18,13,5,12,9,8,15,2,2,16,10,6,4,14,4,14,17,7,16,1,5,25,14,10,1,10,2,20],
[7,13,15,5,11,10,7,16,2,5,21,10,6,4,10,3,14,17,10,11,1,5,21,14,14,2,10,3,20]]
[44,47,45,47,46]
[[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16],
[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16],
[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16],
[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16],
[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16]]
[7,19,15,5,12,10,8,16,2,6,21,10,9,4,14,7,14,17,10,16,1,9,25,14,14,2,10,7,20]
[18,19,5,5,13,16,20,18,12,8,15,5,9,7,8,11,4,17,7,6,17,10,9,9,8,13,9,10,16]
1,3
1,25
2,6
2,26
3,4
4,5
5,8
5,13
6,8
7,9
7,12
7,25
8,11
8,16
9,10
10,14
10,15
11,17
12,15
13,17
14,16
15,19
16,18
17,20
18,22
19,21
20,23
21,22
22,23
23,24
23,28
24,29
25,29
26,27
27,29
28,29
-1,-1
