176
26
94
5
[[158,42,17,24,71,66,50,55,30,28,113,114,57,65,15,11,10,19,8,17,57,40,17,11,17,27,17,18,16,18,50,18,13,21,63,8,63,9,20,72,30,69,27,9,41,38,76,31,11,29,48,8,171,48,43,18,94,9,19,24,8,34,62,12,8,47,27,18,52,65,72,51,58,53,76,93,86,76,9,14,55,32,22,35,63,59,149,40,24,123,25,115,103,54],
[0,0,0,20,0,65,0,47,0,27,0,111,0,0,0,10,0,13,3,0,0,38,0,4,0,0,0,17,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,8,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,19,4,26,54,0,-2,0,19,0,0,61,65,48,0,45,70,0,0,74,0,0,46,0,15,27,0,53,0,0,0,116,0,113,100,0],
[156,39,0,19,69,0,48,54,26,19,111,105,51,0,7,3,1,16,1,0,55,30,11,0,15,21,8,11,0,0,47,0,0,14,0,0,0,0,0,66,0,0,0,3,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0,0,1,29,58,0,3,39,17,12,47,61,0,48,49,50,70,0,85,0,0,0,45,24,20,34,53,0,0,33,20,118,17,0,0,0],
[0,0,0,0,65,0,49,0,0,27,112,111,0,0,0,8,6,0,2,0,49,38,0,0,0,0,0,11,6,0,0,0,5,18,62,0,60,0,0,0,0,65,0,2,32,29,0,0,0,19,0,0,0,43,0,0,85,2,10,15,-1,29,52,0,0,0,0,12,0,64,0,47,51,0,0,0,77,0,0,8,46,25,12,33,0,0,0,0,23,113,0,113,0,0],
[0,39,0,0,67,56,48,0,28,22,0,0,0,0,0,1,8,16,5,0,49,30,0,2,0,21,11,0,0,13,44,15,0,0,0,0,53,-1,0,0,0,63,20,0,31,37,72,25,0,0,0,0,161,0,0,0,0,0,17,0,-1,0,55,4,-2,0,0,13,0,58,67,0,56,50,0,84,82,70,0,0,0,0,13,29,0,56,141,0,16,0,0,113,99,0]]
[39,155,169,71,134]
[[11,16,10,6,3,4,7,8,7,8,3,13,4,9,15,7,4,7,23,9,12,15,6,9,9,5,20,17,5,10,5,6,8,5,10,5,17,8,8,5,10,15,3,9,4,5,5,8,7,17,6,3,3,3,11,8,6,12,12,11,12,7,9,6,11,17,10,9,10,9,13,13,5,11,5,5,3,7,16,14,8,12,7,9,9,2,5,9,6,6,3,19,19,12],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[158,42,17,24,71,66,50,55,30,28,113,114,57,65,15,11,10,19,8,17,57,40,17,11,17,27,17,18,16,18,50,18,13,21,63,8,63,9,20,72,30,69,27,9,41,38,76,31,11,29,48,8,171,48,43,18,94,9,19,24,8,34,62,12,8,47,27,18,52,65,72,51,58,53,76,93,86,76,9,14,55,32,22,35,63,59,149,40,24,123,25,115,103,54]
[11,16,10,6,3,4,7,8,7,8,3,13,4,9,15,7,4,7,23,9,12,15,6,9,9,5,20,17,5,10,5,6,8,5,10,5,17,8,8,5,10,15,3,9,4,5,5,8,7,17,6,3,3,3,11,8,6,12,12,11,12,7,9,6,11,17,10,9,10,9,13,13,5,11,5,5,3,7,16,14,8,12,7,9,9,2,5,9,6,6,3,19,19,12]
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
2,11
2,17
3,12
4,11
4,16
5,11
5,13
5,18
5,16
6,11
6,15
6,13
6,19
7,42
8,29
9,11
10,19
10,37
10,48
10,50
11,14
12,20
12,61
12,52
13,82
14,25
14,23
14,30
14,31
14,24
14,32
14,22
14,21
14,26
14,28
14,27
14,29
15,81
16,75
17,82
18,75
19,75
20,78
21,71
21,60
21,53
21,39
21,40
21,41
22,38
22,72
22,49
22,58
23,34
23,35
24,37
24,44
25,57
25,63
25,33
25,73
25,60
25,65
25,56
26,41
26,43
27,62
27,58
27,54
27,55
27,56
28,33
28,35
28,40
28,43
28,49
28,51
28,52
28,54
29,75
30,59
30,42
30,36
31,74
32,36
32,47
32,44
32,60
32,45
32,69
32,46
32,48
32,50
33,78
34,78
35,78
36,82
37,61
37,73
37,64
37,66
37,67
37,68
37,69
37,70
37,71
37,72
37,62
38,82
39,82
40,78
41,78
42,74
43,78
44,75
45,75
46,75
46,76
47,75
48,75
49,78
50,75
51,78
52,78
53,76
53,77
54,78
55,77
56,77
57,76
57,77
58,77
59,82
60,77
61,77
62,77
63,77
64,74
65,74
66,75
66,76
67,74
68,82
69,77
69,75
70,77
70,76
71,76
72,76
73,77
74,82
75,82
76,82
77,78
78,79
78,80
79,81
80,81
81,82
82,83
83,84
83,85
84,86
85,86
86,87
87,88
88,89
88,90
89,92
90,91
90,93
92,94
-1,-1
